ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
2d85b461-2c89-457c-8865-52da4a22663b,Consultation for 10 Summerview Way,2019-05-21,Post-Application,Mixed Use,Prior Approval,Project Initiation,Agree WSI,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",19/11/2018,Email,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Approved - with full condition,Extended Deadline,POINT (-0.10961088 51.533880175)
d4c18d6f-d22d-4c02-82c1-c1215a805856,Consultation for 269 Fulton Court,2018-09-29,Condition Application,Road construction,Enquiry,Dormant,Agree WSI,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,10/11/2018,Telephone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Implemented,Leave,POINT (-0.10944117 51.53389228)
245ffcd6-c8b0-4f5d-884c-6f65e9d3fba8,Consultation for 8 Springview Park,2019-02-09,Post-Application,Building alteration,Listed Building Consent,Mitigation,Building Engagement,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,14/03/2019,Telephone,In congue. Etiam justo. Etiam pretium iaculis justo.,No outcome,Extended Deadline,POINT (-0.108733283954908 51.5300647092606)
9d349c2d-853b-4b84-a252-bd2e1298e4b1,Consultation for 006 Meadow Ridge Junction,2018-08-19,Post-Application,Road construction,Prior Approval,Pre-decision assessment/evaluation,Building Engagement,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,17/07/2019,Mail,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Approved - with watching brief condition,Further Information Required,POINT (-0.109565078596142 51.5302611468006)
c26136ca-8c55-421f-9a57-015d05390ddc,Consultation for 1 3rd Way,2018-09-23,Post-Application,Mixed Use,Appeal,Mitigation,Building Recording,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",23/02/2019,Email,Fusce consequat. Nulla nisl. Nunc nisl.,No outcome,Further Information Required,POINT (-0.110930383453811 51.5337534883923)
81b95f2e-a84e-4c3c-bb59-2c21c3178f09,Consultation for 208 Springs Court,2018-09-08,Condition Application,Mixed Use,Appeal,Pre-decision assessment/evaluation,Building Recording,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",02/07/2019,Telephone,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,No outcome,Admin error,POINT (-0.11247559305274 51.5338915415491)
6c9ccda5-54e7-4861-924b-056b99c7b743,Consultation for 71 Debs Crossing,2019-01-07,Pre-Application,Building alteration,Enquiry,Completed,Building Recording,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",21/05/2019,Email,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",No outcome,Admin error,POINT (-0.112852628221659 51.5328455289186)
e87a1084-1ca9-4ccf-b16c-7d38bc049343,Consultation for 2 Coolidge Court,2018-07-29,Pre-Application,Mixed Use,Prior Approval,Project Initiation,Agree WSI,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,06/07/2019,Mail,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Approved - with legal agreement,Leave,POINT (-0.112771757404752 51.5317442868212)
69a8632d-d90d-42e9-a3aa-78e161a53265,Consultation for 44 Chive Center,2018-09-13,Condition Application,Building alteration,Prior Approval,Pre-decision assessment/evaluation,Building Recording,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,18/06/2019,Telephone,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Approved - with legal agreement,IT Failure,POINT (-0.111107933393203 51.5330809471848)
76ac03f3-f076-4634-87f6-f61bb49777e2,Consultation for 163 Kim Place,2018-10-12,Post-Application,Road construction,Prior Approval,Mitigation,Building Engagement,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",22/05/2019,Mail,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Approved - with legal agreement,Further Information Required,POINT (-0.111152055598092 51.532397868019)
f3887464-e8b0-46df-a469-b976f601589e,Consultation for 03 Oak Circle,2019-02-21,Post-Application,Mixed Use,Listed Building Consent,Dormant,Building Recording,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,10/05/2019,Email,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Implemented,Admin error,POINT (-0.110123620769411 51.5321329038125)
d59f0bc8-2f3d-47b7-9bd6-222be8b1b5a1,Consultation for 79895 Brown Plaza,2019-04-28,Condition Application,Building alteration,Enquiry,Aborted,Building Recording,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,16/08/2018,Email,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Approved - with full condition,IT Failure,POINT (-0.110950455 51.53296721)
af302e71-f6d7-4340-b37b-423bb7735f2a,Consultation for 709 New Castle Place,2018-12-20,Post-Application,Road construction,Appeal,Mitigation,Building Engagement,Sed ante. Vivamus tortor. Duis mattis egestas metus.,11/04/2019,Mail,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Implemented,Extended Deadline,POINT (-0.113235740591663 51.5286098641214)
be95265f-27c4-4583-8758-926e96afc160,Consultation for 984 Larry Junction,2019-04-16,Post-Application,Land restoration,Appeal,Aborted,Agree WSI,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11/04/2019,Telephone,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Approved - with watching brief condition,Leave,POINT (-0.112763662854864 51.5287341182004)
382dbe08-14cb-4bcb-a4d7-0053827331ae,Consultation for 4932 Banding Place,2019-04-12,Condition Application,Building alteration,Appeal,Post-excavation assessment,Building Recording,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",17/03/2019,Email,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Approved - with full condition,IT Failure,POINT (-0.112676645081134 51.5270946611701)
0d6dac2d-cc2c-4349-ab37-d91790b20310,Consultation for 9047 Monterey Street,2018-09-10,Condition Application,Road construction,Enquiry,Post-excavation assessment,Building Recording,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,05/11/2018,Telephone,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with legal agreement,Admin error,POINT (-0.111842664110308 51.5279284143051)
dc2e3530-42d2-4d42-85ec-4b511781e9fa,Consultation for 97 Harper Junction,2018-08-26,Post-Application,Land restoration,Appeal,Completed,Agree WSI,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",05/01/2019,Telephone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Implemented,Admin error,POINT (-0.114367694098718 51.5265574877349)
adfcea39-91b8-43f9-91fc-f295fe79d0f5,Consultation for 581 Grim Road,2019-04-02,Condition Application,Mixed Use,Appeal,Project Initiation,Agree WSI,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",11/05/2019,Mail,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Approved - with legal agreement,Admin error,POINT (-0.111641204895123 51.5292626952766)
526b9260-ea88-48e9-8f0b-1df12bc06524,Consultation for 26 New Castle Hill,2019-03-08,Condition Application,Road construction,Appeal,Pre-decision assessment/evaluation,Building Recording,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",31/12/2018,Telephone,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,No outcome,Admin error,POINT (-0.11230553924465 51.5295135906134)
bb623e3d-6a1b-461e-a75a-4630296bdd93,Consultation for 2 Thierer Parkway,2018-10-31,Pre-Application,Road construction,Enquiry,Project Initiation,Agree WSI,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,29/05/2019,Mail,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Approved - with legal agreement,Extended Deadline,POINT (-0.111343424177946 51.5300825219222)
5d804076-314c-4202-b4f3-17a42df0661a,Consultation for 6030 Raven Junction,2018-09-25,Condition Application,Mixed Use,Listed Building Consent,Pre-decision assessment/evaluation,Building Engagement,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",17/07/2019,Mail,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Approved - with legal agreement,Extended Deadline,POINT (-0.112374055517113 51.5310638066945)
2983b465-1684-474f-afae-2c8348b942f4,Consultation for 283 Meadow Ridge Lane,2019-01-16,Pre-Application,Building alteration,Appeal,Pre-decision assessment/evaluation,Agree WSI,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",27/10/2018,Telephone,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,No outcome,Leave,POINT (-0.113805722123607 51.5338942183208)
aeab9df2-6d05-4ac5-ae48-9ad2ecee316c,Consultation for 2190 Carioca Drive,2018-12-04,Pre-Application,Land restoration,Listed Building Consent,Mitigation,Building Recording,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",03/06/2019,Mail,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Approved - with full condition,Admin error,POINT (-0.113397564512543 51.5334221842467)
ba005499-8416-44c0-a8c4-a5dbcd95b04d,Consultation for 166 Butternut Plaza,2018-08-31,Post-Application,Mixed Use,Enquiry,Post-excavation assessment,Building Recording,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,20/12/2018,Email,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",No outcome,Further Information Required,POINT (-0.114203797220357 51.5303746651768)
9477ec51-847f-41f5-abb2-8a9c70890418,Consultation for 7007 Bowman Crossing,2019-03-28,Post-Application,Road construction,Listed Building Consent,Project Initiation,Building Engagement,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",20/04/2019,Telephone,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Approved - with full condition,Admin error,POINT (-0.114173920354447 51.5277425669145)
4ea57987-4333-4142-b3e8-493afed76142,Consultation for 6383 Tennessee Center,2019-03-07,Pre-Application,Building alteration,Listed Building Consent,Post-excavation assessment,Agree WSI,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,20/09/2018,Email,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Approved - with full condition,Information Unavailable,POINT (-0.107562884133801 51.5217386212414)
f1cd0ab1-612c-47ae-8889-776d21cb1c41,Consultation for 2 Chinook Parkway,2019-05-21,Post-Application,Land restoration,Listed Building Consent,Post-excavation assessment,Building Recording,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",01/05/2019,Telephone,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",No outcome,Admin error,POINT (-0.114149379467779 51.5233498166767)
bb042d4a-8f54-4e51-87a4-af880eef0a28,Consultation for 65100 Waubesa Terrace,2019-02-10,Condition Application,Road construction,Prior Approval,Post-excavation assessment,Building Recording,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",21/05/2019,Email,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Approved - with watching brief condition,Information Unavailable,POINT (-0.086316354907121 51.5193113504714)
ad0d6eb6-428b-447b-beb4-ab440cba4f94,Consultation for 4740 Warner Crossing,2018-12-09,Pre-Application,Road construction,Appeal,Aborted,Building Recording,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,04/04/2019,Mail,In congue. Etiam justo. Etiam pretium iaculis justo.,Approved - with legal agreement,Extended Deadline,POINT (-0.087094849543586 51.5195164823336)
edd43055-f018-426c-91ed-f817b0bbceec,Consultation for 475 Bartelt Point,2019-02-11,Condition Application,Mixed Use,Prior Approval,Pre-decision assessment/evaluation,Building Recording,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,16/05/2019,Telephone,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Approved - with full condition,Information Unavailable,POINT (-0.086546210902407 51.5240704749783)
8f5068ef-9276-44b9-90b5-eaadce640960,Consultation for 3747 North Way,2018-08-19,Pre-Application,Building alteration,Enquiry,Project Initiation,Building Recording,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",15/02/2019,Mail,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Implemented,Information Unavailable,POINT (-0.085729492348297 51.523830890749)
